AWE-Full image path;AWE image path;Subject ID
test/0112.png;051/04.png;51
test/0113.png;051/05.png;51
test/0114.png;051/06.png;51
train/0335.png;051/03.png;51
train/0336.png;051/07.png;51
train/0337.png;051/08.png;51
train/0338.png;051/01.png;51
train/0339.png;051/09.png;51
train/0340.png;051/10.png;51
train/0342.png;051/02.png;51
test/0115.png;052/06.png;52
test/0116.png;052/07.png;52
test/0117.png;052/08.png;52
train/0343.png;052/01.png;52
train/0344.png;052/04.png;52
train/0345.png;052/05.png;52
train/0346.png;052/09.png;52
train/0347.png;052/10.png;52
train/0348.png;052/02.png;52
train/0350.png;052/03.png;52
test/0118.png;053/06.png;53
test/0119.png;053/07.png;53
test/0120.png;053/08.png;53
train/0351.png;053/01.png;53
train/0352.png;053/02.png;53
train/0353.png;053/03.png;53
train/0354.png;053/04.png;53
train/0355.png;053/05.png;53
train/0356.png;053/09.png;53
train/0358.png;053/10.png;53
test/0121.png;054/02.png;54
test/0122.png;054/03.png;54
test/0123.png;054/04.png;54
train/0359.png;054/05.png;54
train/0360.png;054/06.png;54
train/0361.png;054/01.png;54
train/0362.png;054/07.png;54
train/0363.png;054/08.png;54
train/0364.png;054/09.png;54
train/0365.png;054/10.png;54
test/0124.png;055/10.png;55
train/0367.png;055/01.png;55
train/0368.png;055/03.png;55
train/0369.png;055/04.png;55
train/0370.png;055/05.png;55
train/0371.png;055/06.png;55
train/0372.png;055/07.png;55
train/0373.png;055/08.png;55
train/0374.png;055/02.png;55
train/0375.png;055/09.png;55
test/0125.png;056/02.png;56
test/0126.png;056/03.png;56
train/0377.png;056/04.png;56
train/0378.png;056/01.png;56
train/0379.png;056/05.png;56
train/0380.png;056/06.png;56
train/0381.png;056/07.png;56
train/0382.png;056/08.png;56
train/0383.png;056/09.png;56
train/0385.png;056/10.png;56
test/0127.png;057/03.png;57
test/0128.png;057/04.png;57
test/0129.png;057/05.png;57
train/0386.png;057/02.png;57
train/0387.png;057/06.png;57
train/0388.png;057/07.png;57
train/0389.png;057/08.png;57
train/0390.png;057/09.png;57
train/0391.png;057/01.png;57
train/0393.png;057/10.png;57
test/0130.png;058/06.png;58
test/0131.png;058/07.png;58
test/0132.png;058/08.png;58
train/0394.png;058/01.png;58
train/0395.png;058/04.png;58
train/0396.png;058/05.png;58
train/0397.png;058/09.png;58
train/0398.png;058/10.png;58
train/0399.png;058/02.png;58
train/0401.png;058/03.png;58
test/0133.png;059/07.png;59
test/0134.png;059/08.png;59
test/0135.png;059/09.png;59
train/0402.png;059/01.png;59
train/0403.png;059/03.png;59
train/0404.png;059/04.png;59
train/0405.png;059/05.png;59
train/0406.png;059/06.png;59
train/0407.png;059/10.png;59
train/0408.png;059/02.png;59
test/0137.png;060/09.png;60
test/0138.png;060/04.png;60
test/0140.png;060/10.png;60
train/0409.png;060/01.png;60
train/0410.png;060/05.png;60
train/0411.png;060/02.png;60
train/0412.png;060/06.png;60
train/0413.png;060/03.png;60
train/0414.png;060/07.png;60
train/0415.png;060/08.png;60
test/0142.png;061/04.png;61
train/0417.png;061/05.png;61
train/0418.png;061/06.png;61
train/0419.png;061/07.png;61
train/0420.png;061/01.png;61
train/0421.png;061/02.png;61
train/0422.png;061/08.png;61
train/0423.png;061/09.png;61
train/0424.png;061/10.png;61
train/0425.png;061/03.png;61
test/0143.png;062/01.png;62
test/0144.png;062/04.png;62
train/0426.png;062/05.png;62
train/0427.png;062/02.png;62
train/0428.png;062/06.png;62
train/0429.png;062/07.png;62
train/0430.png;062/08.png;62
train/0431.png;062/09.png;62
train/0432.png;062/10.png;62
train/0434.png;062/03.png;62
test/0145.png;063/04.png;63
test/0146.png;063/05.png;63
test/0147.png;063/06.png;63
train/0435.png;063/03.png;63
train/0436.png;063/07.png;63
train/0437.png;063/08.png;63
train/0438.png;063/09.png;63
train/0439.png;063/10.png;63
train/0440.png;063/01.png;63
train/0442.png;063/02.png;63
test/0148.png;064/06.png;64
test/0149.png;064/07.png;64
test/0150.png;064/08.png;64
train/0443.png;064/03.png;64
train/0444.png;064/04.png;64
train/0445.png;064/05.png;64
train/0446.png;064/09.png;64
train/0447.png;064/01.png;64
train/0448.png;064/10.png;64
train/0450.png;064/02.png;64
test/0151.png;065/08.png;65
test/0152.png;065/09.png;65
test/0153.png;065/10.png;65
train/0451.png;065/01.png;65
train/0452.png;065/05.png;65
train/0453.png;065/06.png;65
train/0454.png;065/02.png;65
train/0455.png;065/07.png;65
train/0456.png;065/03.png;65
train/0457.png;065/04.png;65
test/0154.png;066/09.png;66
test/0155.png;066/10.png;66
test/0156.png;066/02.png;66
train/0458.png;066/01.png;66
train/0459.png;066/03.png;66
train/0460.png;066/04.png;66
train/0461.png;066/05.png;66
train/0462.png;066/06.png;66
train/0463.png;066/07.png;66
train/0464.png;066/08.png;66
train/0466.png;067/01.png;67
train/0467.png;067/05.png;67
train/0468.png;067/06.png;67
train/0469.png;067/07.png;67
train/0470.png;067/08.png;67
train/0471.png;067/02.png;67
train/0472.png;067/09.png;67
train/0473.png;067/10.png;67
train/0474.png;067/03.png;67
train/0750.png;067/04.png;67
test/0157.png;068/01.png;68
test/0158.png;068/02.png;68
train/0476.png;068/03.png;68
train/0477.png;068/04.png;68
train/0478.png;068/05.png;68
train/0479.png;068/06.png;68
train/0480.png;068/07.png;68
train/0481.png;068/08.png;68
train/0482.png;068/09.png;68
train/0484.png;068/10.png;68
test/0159.png;069/04.png;69
test/0160.png;069/05.png;69
test/0161.png;069/06.png;69
train/0485.png;069/03.png;69
train/0486.png;069/07.png;69
train/0487.png;069/08.png;69
train/0488.png;069/09.png;69
train/0489.png;069/01.png;69
train/0490.png;069/10.png;69
train/0492.png;069/02.png;69
test/0162.png;070/03.png;70
test/0163.png;070/06.png;70
test/0164.png;070/07.png;70
train/0493.png;070/01.png;70
train/0494.png;070/02.png;70
train/0495.png;070/05.png;70
train/0496.png;070/08.png;70
train/0497.png;070/09.png;70
train/0498.png;070/10.png;70
train/0501.png;070/04.png;70
test/0165.png;071/02.png;71
test/0166.png;071/08.png;71
test/0167.png;071/09.png;71
train/0502.png;071/04.png;71
train/0503.png;071/01.png;71
train/0504.png;071/05.png;71
train/0505.png;071/06.png;71
train/0506.png;071/07.png;71
train/0507.png;071/10.png;71
train/0508.png;071/03.png;71
test/0169.png;072/09.png;72
test/0170.png;072/10.png;72
test/0172.png;072/03.png;72
train/0509.png;072/01.png;72
train/0510.png;072/02.png;72
train/0511.png;072/04.png;72
train/0512.png;072/05.png;72
train/0513.png;072/06.png;72
train/0514.png;072/07.png;72
train/0515.png;072/08.png;72
test/0174.png;073/03.png;73
train/0516.png;073/04.png;73
train/0517.png;073/05.png;73
train/0518.png;073/06.png;73
train/0519.png;073/07.png;73
train/0520.png;073/08.png;73
train/0521.png;073/01.png;73
train/0522.png;073/09.png;73
train/0523.png;073/10.png;73
train/0524.png;073/02.png;73
test/0175.png;074/01.png;74
test/0176.png;074/02.png;74
train/0525.png;074/03.png;74
train/0526.png;074/04.png;74
train/0527.png;074/05.png;74
train/0528.png;074/06.png;74
train/0529.png;074/07.png;74
train/0530.png;074/08.png;74
train/0531.png;074/09.png;74
train/0533.png;074/10.png;74
test/0177.png;075/02.png;75
test/0178.png;075/03.png;75
test/0179.png;075/04.png;75
train/0534.png;075/01.png;75
train/0535.png;075/05.png;75
train/0536.png;075/06.png;75
train/0537.png;075/07.png;75
train/0538.png;075/08.png;75
train/0539.png;075/09.png;75
train/0541.png;075/10.png;75
test/0180.png;076/06.png;76
test/0181.png;076/07.png;76
test/0182.png;076/08.png;76
train/0542.png;076/03.png;76
train/0543.png;076/04.png;76
train/0544.png;076/05.png;76
train/0545.png;076/09.png;76
train/0546.png;076/01.png;76
train/0547.png;076/10.png;76
train/0549.png;076/02.png;76
test/0183.png;077/07.png;77
test/0184.png;077/08.png;77
test/0185.png;077/09.png;77
train/0550.png;077/02.png;77
train/0551.png;077/03.png;77
train/0552.png;077/04.png;77
train/0553.png;077/05.png;77
train/0554.png;077/06.png;77
train/0555.png;077/10.png;77
train/0557.png;077/01.png;77
test/0186.png;078/05.png;78
test/0187.png;078/01.png;78
test/0188.png;078/02.png;78
train/0558.png;078/06.png;78
train/0559.png;078/03.png;78
train/0560.png;078/07.png;78
train/0561.png;078/08.png;78
train/0562.png;078/04.png;78
train/0563.png;078/09.png;78
train/0564.png;078/10.png;78
test/0189.png;079/10.png;79
train/0566.png;079/02.png;79
train/0567.png;079/03.png;79
train/0568.png;079/04.png;79
train/0569.png;079/01.png;79
train/0570.png;079/05.png;79
train/0571.png;079/06.png;79
train/0572.png;079/07.png;79
train/0573.png;079/08.png;79
train/0574.png;079/09.png;79
test/0190.png;080/01.png;80
test/0191.png;080/02.png;80
train/0576.png;080/03.png;80
train/0577.png;080/04.png;80
train/0578.png;080/05.png;80
train/0579.png;080/06.png;80
train/0580.png;080/07.png;80
train/0581.png;080/08.png;80
train/0582.png;080/09.png;80
train/0585.png;080/10.png;80
test/0192.png;081/05.png;81
test/0193.png;081/06.png;81
test/0194.png;081/02.png;81
train/0586.png;081/01.png;81
train/0587.png;081/03.png;81
train/0588.png;081/07.png;81
train/0589.png;081/08.png;81
train/0590.png;081/09.png;81
train/0591.png;081/10.png;81
train/0593.png;081/04.png;81
test/0195.png;082/06.png;82
test/0196.png;082/01.png;82
test/0197.png;082/02.png;82
train/0594.png;082/03.png;82
train/0595.png;082/04.png;82
train/0596.png;082/05.png;82
train/0597.png;082/07.png;82
train/0598.png;082/08.png;82
train/0599.png;082/09.png;82
train/0601.png;082/10.png;82
test/0198.png;083/02.png;83
test/0199.png;083/08.png;83
test/0200.png;083/09.png;83
train/0602.png;083/01.png;83
train/0603.png;083/04.png;83
train/0604.png;083/05.png;83
train/0605.png;083/06.png;83
train/0606.png;083/07.png;83
train/0607.png;083/10.png;83
train/0608.png;083/03.png;83
test/0202.png;084/10.png;84
test/0203.png;084/02.png;84
test/0205.png;084/03.png;84
train/0609.png;084/04.png;84
train/0610.png;084/05.png;84
train/0611.png;084/06.png;84
train/0612.png;084/07.png;84
train/0613.png;084/01.png;84
train/0614.png;084/08.png;84
train/0615.png;084/09.png;84
test/0207.png;085/02.png;85
train/0616.png;085/01.png;85
train/0617.png;085/03.png;85
train/0618.png;085/04.png;85
train/0619.png;085/05.png;85
train/0620.png;085/06.png;85
train/0621.png;085/07.png;85
train/0622.png;085/08.png;85
train/0623.png;085/09.png;85
train/0624.png;085/10.png;85
test/0208.png;086/01.png;86
test/0209.png;086/06.png;86
train/0625.png;086/07.png;86
train/0626.png;086/08.png;86
train/0627.png;086/09.png;86
train/0628.png;086/10.png;86
train/0629.png;086/02.png;86
train/0630.png;086/03.png;86
train/0631.png;086/04.png;86
train/0633.png;086/05.png;86
test/0210.png;087/04.png;87
test/0211.png;087/05.png;87
test/0212.png;087/06.png;87
train/0634.png;087/01.png;87
train/0635.png;087/02.png;87
train/0636.png;087/07.png;87
train/0637.png;087/08.png;87
train/0638.png;087/09.png;87
train/0639.png;087/10.png;87
train/0641.png;087/03.png;87
test/0213.png;088/08.png;88
test/0214.png;088/09.png;88
test/0215.png;088/10.png;88
train/0642.png;088/05.png;88
train/0643.png;088/06.png;88
train/0644.png;088/07.png;88
train/0645.png;088/01.png;88
train/0646.png;088/02.png;88
train/0647.png;088/03.png;88
train/0649.png;088/04.png;88
test/0216.png;089/07.png;89
test/0217.png;089/08.png;89
test/0218.png;089/09.png;89
train/0650.png;089/02.png;89
train/0651.png;089/03.png;89
train/0652.png;089/04.png;89
train/0653.png;089/05.png;89
train/0654.png;089/06.png;89
train/0655.png;089/10.png;89
train/0657.png;089/01.png;89
test/0219.png;090/08.png;90
test/0220.png;090/09.png;90
test/0221.png;090/10.png;90
train/0658.png;090/01.png;90
train/0659.png;090/04.png;90
train/0660.png;090/05.png;90
train/0661.png;090/02.png;90
train/0662.png;090/06.png;90
train/0663.png;090/07.png;90
train/0664.png;090/03.png;90
test/0222.png;091/03.png;91
train/0667.png;091/04.png;91
train/0668.png;091/05.png;91
train/0669.png;091/06.png;91
train/0670.png;091/01.png;91
train/0671.png;091/07.png;91
train/0672.png;091/08.png;91
train/0673.png;091/09.png;91
train/0674.png;091/10.png;91
train/0675.png;091/02.png;91
test/0223.png;092/01.png;92
test/0224.png;092/03.png;92
train/0677.png;092/04.png;92
train/0678.png;092/05.png;92
train/0679.png;092/02.png;92
train/0680.png;092/06.png;92
train/0681.png;092/07.png;92
train/0682.png;092/08.png;92
train/0683.png;092/09.png;92
train/0685.png;092/10.png;92
test/0225.png;093/02.png;93
test/0226.png;093/05.png;93
test/0227.png;093/03.png;93
test/0249.png;093/08.png;93
train/0686.png;093/01.png;93
train/0687.png;093/06.png;93
train/0688.png;093/07.png;93
train/0689.png;093/09.png;93
train/0690.png;093/10.png;93
train/0692.png;093/04.png;93
test/0228.png;094/04.png;94
test/0229.png;094/05.png;94
test/0230.png;094/06.png;94
train/0693.png;094/01.png;94
train/0694.png;094/02.png;94
train/0695.png;094/03.png;94
train/0696.png;094/07.png;94
train/0697.png;094/08.png;94
train/0698.png;094/09.png;94
train/0700.png;094/10.png;94
test/0231.png;095/07.png;95
test/0232.png;095/08.png;95
test/0233.png;095/09.png;95
train/0701.png;095/02.png;95
train/0702.png;095/03.png;95
train/0703.png;095/04.png;95
train/0704.png;095/05.png;95
train/0705.png;095/06.png;95
train/0706.png;095/10.png;95
train/0707.png;095/01.png;95
test/0235.png;096/02.png;96
test/0236.png;096/03.png;96
test/0238.png;096/04.png;96
test/0250.png;096/10.png;96
train/0708.png;096/05.png;96
train/0709.png;096/06.png;96
train/0710.png;096/07.png;96
train/0711.png;096/08.png;96
train/0712.png;096/01.png;96
train/0713.png;096/09.png;96
test/0240.png;097/02.png;97
train/0714.png;097/03.png;97
train/0715.png;097/04.png;97
train/0716.png;097/05.png;97
train/0717.png;097/06.png;97
train/0718.png;097/07.png;97
train/0719.png;097/08.png;97
train/0720.png;097/09.png;97
train/0721.png;097/01.png;97
train/0722.png;097/10.png;97
test/0241.png;098/01.png;98
test/0242.png;098/03.png;98
train/0723.png;098/04.png;98
train/0724.png;098/05.png;98
train/0725.png;098/06.png;98
train/0726.png;098/02.png;98
train/0727.png;098/07.png;98
train/0728.png;098/08.png;98
train/0729.png;098/09.png;98
train/0731.png;098/10.png;98
test/0243.png;099/04.png;99
test/0244.png;099/01.png;99
test/0245.png;099/05.png;99
train/0732.png;099/03.png;99
train/0733.png;099/06.png;99
train/0734.png;099/07.png;99
train/0735.png;099/08.png;99
train/0736.png;099/09.png;99
train/0737.png;099/10.png;99
train/0739.png;099/02.png;99
test/0246.png;100/04.png;100
test/0247.png;100/05.png;100
test/0248.png;100/06.png;100
train/0001.png;100/10.png;100
train/0740.png;100/01.png;100
train/0741.png;100/02.png;100
train/0742.png;100/03.png;100
train/0743.png;100/07.png;100
train/0744.png;100/08.png;100
train/0745.png;100/09.png;100
